h0_lm0_x,h0_lm0_y,h0_lm0_z,h0_lm1_x,h0_lm1_y,h0_lm1_z,h0_lm2_x,h0_lm2_y,h0_lm2_z,h0_lm3_x,h0_lm3_y,h0_lm3_z,h0_lm4_x,h0_lm4_y,h0_lm4_z,h0_lm5_x,h0_lm5_y,h0_lm5_z,h0_lm6_x,h0_lm6_y,h0_lm6_z,h0_lm7_x,h0_lm7_y,h0_lm7_z,h0_lm8_x,h0_lm8_y,h0_lm8_z,h0_lm9_x,h0_lm9_y,h0_lm9_z,h0_lm10_x,h0_lm10_y,h0_lm10_z,h0_lm11_x,h0_lm11_y,h0_lm11_z,h0_lm12_x,h0_lm12_y,h0_lm12_z,h0_lm13_x,h0_lm13_y,h0_lm13_z,h0_lm14_x,h0_lm14_y,h0_lm14_z,h0_lm15_x,h0_lm15_y,h0_lm15_z,h0_lm16_x,h0_lm16_y,h0_lm16_z,h0_lm17_x,h0_lm17_y,h0_lm17_z,h0_lm18_x,h0_lm18_y,h0_lm18_z,h0_lm19_x,h0_lm19_y,h0_lm19_z,h0_lm20_x,h0_lm20_y,h0_lm20_z,h1_lm0_x,h1_lm0_y,h1_lm0_z,h1_lm1_x,h1_lm1_y,h1_lm1_z,h1_lm2_x,h1_lm2_y,h1_lm2_z,h1_lm3_x,h1_lm3_y,h1_lm3_z,h1_lm4_x,h1_lm4_y,h1_lm4_z,h1_lm5_x,h1_lm5_y,h1_lm5_z,h1_lm6_x,h1_lm6_y,h1_lm6_z,h1_lm7_x,h1_lm7_y,h1_lm7_z,h1_lm8_x,h1_lm8_y,h1_lm8_z,h1_lm9_x,h1_lm9_y,h1_lm9_z,h1_lm10_x,h1_lm10_y,h1_lm10_z,h1_lm11_x,h1_lm11_y,h1_lm11_z,h1_lm12_x,h1_lm12_y,h1_lm12_z,h1_lm13_x,h1_lm13_y,h1_lm13_z,h1_lm14_x,h1_lm14_y,h1_lm14_z,h1_lm15_x,h1_lm15_y,h1_lm15_z,h1_lm16_x,h1_lm16_y,h1_lm16_z,h1_lm17_x,h1_lm17_y,h1_lm17_z,h1_lm18_x,h1_lm18_y,h1_lm18_z,h1_lm19_x,h1_lm19_y,h1_lm19_z,h1_lm20_x,h1_lm20_y,h1_lm20_z,label,label_name
0.0,0.0,0.0,-0.10456174560395494,-0.09030332574887018,-6.692759602999182e-05,-0.17110103826101716,-0.24714594415480257,-0.00013264537818377507,-0.21862910444463304,-0.3564604963771191,-0.00019481523566319237,-0.2614043640098873,-0.45626943536271247,-0.0002628144708930141,0.0760449058937854,-0.4705278552177972,-0.0001509006767008427,-0.004752806618361588,-0.7129209927542381,-0.00025765407209025234,-0.04752806618361588,-0.8745164177785322,-0.0003259530982748952,-0.06178648603870064,-0.9980893898559334,-0.0003733354729950571,0.17585384487937875,-0.39923575594237337,-0.00017101753150744616,-0.02851683971016953,-0.5941008272951985,-0.00029243501058573407,-0.21862910444463304,-0.46102224198107405,-0.0002952861231338028,-0.27090997724661053,-0.33744926990367274,-0.00027428857485426285,0.2043706845895483,-0.2804155904833337,-0.0001991476505177343,-0.01901122647344635,-0.48478627507288197,-0.0003104856059889247,-0.21387629782627146,-0.3469548831403959,-0.00025546238632705013,-0.24239313753644098,-0.21387629782627146,-0.00019689794355449966,0.19011226473446352,-0.13783139193248606,-0.00023350420386107163,-0.0380224529468927,-0.24714594415480257,-0.000330448085805268,-0.1948650713528251,-0.17585384487937875,-0.0003038762529823627,-0.20912349120790988,-0.080797712512147,-0.00026413098732560816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Tiger
0.0,0.0,0.0,0.009915306966349307,-0.20078496606857343,-4.132902031764348e-05,-0.039661227865397226,-0.40156993213714687,-8.298353975035411e-05,-0.11154720337142969,-0.5428630564076246,-0.00012755073452564176,-0.1388142975288903,-0.6668043934869908,-0.00017490451422219115,-0.2776285950577806,-0.47345590764317935,-8.6068283338973e-05,-0.22061558000127207,-0.7039867946108007,-0.00016946271223155766,-0.20078496606857343,-0.8527163991060404,-0.00022095462543438677,-0.19086965910222414,-0.9816153896685813,-0.00025289145596581414,-0.35695105078857503,-0.3817393182044483,-0.0001093164408220328,-0.1958273125853988,-0.5626936703403231,-0.00022586258969707436,-0.04461888134857188,-0.4585829471936554,-0.00024695772172395877,0.039661227865397226,-0.3470357438222257,-0.00023588538611349686,-0.371824011238099,-0.2528403276419073,-0.00013766840464586838,-0.18095435213587482,-0.36934518449651166,-0.00025202798890839657,-0.04214005460698455,-0.2726709415746059,-0.0002351528621279055,0.029745920899047918,-0.18095435213587482,-0.00019407038754300544,-0.349514570563813,-0.10658954988825504,-0.00016867830967209327,-0.235488540450796,-0.19086965910222414,-0.00024945444965780494,-0.10658954988825504,-0.1685602184279382,-0.00023479961133314952,-0.024788267415873266,-0.12394133707936633,-0.00020232532320888516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Tiger
0.0,0.0,0.0,0.14764180012174502,-0.22146270018261752,7.72657395160968e-05,0.21161991350783452,-0.41831843367827753,8.054365306517569e-05,0.22146270018261752,-0.5167463004261076,5.02072614501587e-05,0.17224876680870252,-0.5954885938243716,1.4589387374848184e-05,0.019685573349566002,-0.6939164605722016,4.429671815142507e-05,0.07874229339826401,-0.9006149807426446,-3.7654322083739645e-05,0.17224876680870252,-0.8317154740191636,-9.811182508607465e-05,0.22638409352000902,-0.7136020339217676,-0.00012768741735266875,-0.019685573349566002,-0.7037592472469846,-4.441982390563155e-05,-0.014764180012174501,-0.9990428474904746,-0.00011876751593724458,0.06397811338608951,-0.9153791607548191,-0.00015993712376498104,0.07874229339826401,-0.7628159672956826,-0.00017907390179446739,-0.06889950672348101,-0.6693094938852441,-0.0001351930725764508,-0.10827065342261301,-0.9941214541530831,-0.0002110856836680928,-0.07874229339826401,-0.8956935874052531,-0.0002408017847895893,-0.09842786674783001,-0.7332876072713336,-0.0002507359478341026,-0.10827065342261301,-0.6053313804991546,-0.00021850946095006979,-0.21654130684522602,-0.7874229339826401,-0.00030202613494286694,-0.24114827353218352,-0.7234448205965506,-0.00032941734985739895,-0.27559802689392404,-0.5905672004869801,-0.0003382756411466619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Serpent
0.0,0.0,0.0,0.138793726912051,-0.19431121767687137,2.752829145771133e-05,0.21744350549554656,-0.4117547231724179,1.3830624015614829e-05,0.23132287818675165,-0.5736807379031441,-2.181707923759312e-05,0.21744350549554656,-0.6893421769965199,-5.422231444295671e-05,0.0693968634560255,-0.69859509212399,1.062425230617685e-05,0.10640852396590576,-0.9299179703107416,-6.388836881455314e-05,0.24520225087795675,-0.842015276599776,-0.00011347624528919,0.33310494458892237,-0.712474464815195,-0.00013673209387956545,-0.004626457563735033,-0.70784800725146,-5.283299643104753e-05,0.037011660509880265,-0.9993148337667671,-0.00012756130152190913,0.21281704793181153,-0.9067856824920665,-0.00016241759767216733,0.2914668265153071,-0.7541125828888103,-0.0001736714342088614,-0.09252915127470066,-0.6754628043053148,-0.00012061189786534987,-0.05089103320108536,-0.985435461075562,-0.00019138173909933421,0.10640852396590576,-0.8651475644184512,-0.00019233429464806946,0.1850583025494013,-0.712474464815195,-0.0001805976396934147,-0.18043184498566628,-0.5968130257218193,-0.00018701398520586365,-0.18043184498566628,-0.7772448707074855,-0.00024692171327049236,-0.1110349815296408,-0.6939686345602549,-0.00023970304881062762,-0.08327623614723059,-0.5690542803394091,-0.0002237535644559359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Serpent
0.0,0.0,0.0,-0.04358797542138446,-0.25789552124319143,4.8407991530326695e-05,-0.1162346011236919,-0.5012617173459213,5.3299502838682475e-05,-0.22520453967715306,-0.6465549687505362,3.204874669288748e-05,-0.3232774843752681,-0.7373632508784205,1.4848744806341065e-05,-0.06174963184696132,-0.7083046005974976,4.806973814661694e-05,-0.2070428832515762,-0.948038465415112,-1.6215095849298177e-05,-0.31964515309015273,-0.8100098765807279,-5.151829265086053e-05,-0.341439140800845,-0.6756136190314591,-6.679546156476884e-05,-0.07991128827253818,-0.6974076067421514,-1.6754053344707184e-05,-0.22883687096226843,-0.9734647844109197,-8.930974074622636e-05,-0.35596846594130643,-0.8063775452956126,-0.00010649821549600919,-0.3850271162222294,-0.6538196313207669,-0.00010077574224478215,-0.11986693240880728,-0.63565797489519,-8.677260018448236e-05,-0.2724248463836529,-0.8826565022830354,-0.0001544916312405775,-0.4140857665031524,-0.722833925737959,-0.00015187583213619905,-0.45767374192453686,-0.5775406743333441,-0.00013460254878225976,-0.18888122682599934,-0.5448496927673058,-0.00015328810005916748,-0.35233613465619107,-0.7046722693123821,-0.00020227018047929815,-0.47583539835011374,-0.6174963184696132,-0.00019959534349060624,-0.5121587112012674,-0.5157910424863829,-0.0001873245567136771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Serpent
0.0,0.0,0.0,-0.15229853898429216,-0.12629634940160814,1.4678720366830786e-05,-0.23030510773234425,-0.25630729731502827,-8.79928208228113e-06,-0.28973868392133634,-0.3380284645748924,-4.4617700266893066e-05,-0.3677452526693884,-0.3937474422520724,-8.527948757368117e-05,-0.17830072856697618,-0.47546860951193654,-5.1470319239636394e-05,-0.2674510928504643,-0.6834861261734088,-0.00011177782063839312,-0.3120262749922083,-0.8209262711104529,-0.00015118264396751208,-0.3417430630867044,-0.939793423488437,-0.0001779392071627062,-0.15229853898429216,-0.44203722290562847,-9.281522425213792e-05,-0.35660145713395236,-0.5497605797481766,-0.00017370484742812472,-0.5088999961182445,-0.4717540110001245,-0.00020176682821022025,-0.5794773678426727,-0.38260364671663644,-0.00021085186264382328,-0.15229853898429216,-0.35660145713395236,-0.00013303396858306283,-0.35288685862214036,-0.4643248139765005,-0.00020987411405963812,-0.5163291931418685,-0.3974620407638844,-0.00022959911273081457,-0.6054795574253566,-0.32317007052764435,-0.0002293342957324202,-0.17830072856697618,-0.24887810029140425,-0.00016970718596169055,-0.34917226011032837,-0.31945547201583235,-0.00023340196342735815,-0.4828978065355605,-0.3008824794567723,-0.0002536138783195987,-0.5683335723072366,-0.2711656913622763,-0.0002564402535240746,0.0,0.0,0.0,0.2142842000435092,-0.13533738950116372,1.5410474529494044e-05,0.30826849830820624,-0.2744341509329153,-1.4647973235403774e-05,0.3533809614752608,-0.3872153088505517,-5.9137136060029644e-05,0.40977154043407904,-0.46240274746230936,-0.00010850588876871934,0.1766904807376304,-0.5300714422128912,-7.193486029958131e-05,0.251877919349388,-0.7105212948811095,-0.0001358559085699947,0.2819528947940911,-0.8420993124516853,-0.00017730846132953636,0.2969903825164426,-0.9548804703693218,-0.000210960605427658,0.12029990177881218,-0.4924777229070124,-0.00012435107500539177,0.3909746807811396,-0.5639057895881822,-0.0002239701375331505,0.5300714422128912,-0.44736525973995783,-0.00025909971292044343,0.5827026492411216,-0.3345841018223214,-0.00026993051178656277,0.0977436701952849,-0.40225279657290325,-0.00017273004188193602,0.34962158954467293,-0.45112463167054573,-0.0002609823997119111,0.4924777229070124,-0.34586221761408503,-0.00026351056551298014,0.5601464176575942,-0.24435917548821226,-0.0002518388653309027,0.10150304212587279,-0.285712266724679,-0.00021918723470479098,0.2819528947940911,-0.30826849830820624,-0.0002816374759336256,0.39849342464231535,-0.25939666321056376,-0.00028357226040171983,0.4774402351846609,-0.1917279684599819,-0.00027591261350045395,0,Tiger
0.0,0.0,0.0,0.20189341616518824,-0.1087118394735629,3.42176366681302e-06,0.3106052556387512,-0.24848420451100092,-2.0534320056511794e-05,0.3377832155071419,-0.36107860968004823,-5.5626071174995055e-05,0.39213913524392335,-0.42708222650328287,-9.360675520820835e-05,0.17859802199228192,-0.5319115002813614,-4.990062535342642e-05,0.24848420451100092,-0.7066269565781589,-9.964749126831551e-05,0.2717795986839073,-0.846399321615597,-0.0001326221748334903,0.2834272957703604,-0.9589937267846442,-0.00016099983668433832,0.12035953656001608,-0.5124986718039394,-9.143920578070711e-05,0.37660887246198577,-0.5940325514091116,-0.0001758036634669862,0.5047335404129706,-0.4736730148490955,-0.00020856771239743024,0.547441763063299,-0.35331347828907944,-0.00021777409334880737,0.09706414238710974,-0.4426124892852204,-0.0001306109850653145,0.3339006498116575,-0.49696840902200184,-0.00020875267399249559,0.46202531776264233,-0.38825656954843896,-0.0002138909557013903,0.5163812374994238,-0.27954473007487607,-0.00020465450475031492,0.09706414238710974,-0.34166578120262625,-0.0001691420520619797,0.2678970329884229,-0.35331347828907944,-0.00022812074778080438,0.36496117537553263,-0.2873098614658448,-0.00023211908867381856,0.4231996608077985,-0.20965854755615704,-0.00022542992395018524,0.0,0.0,0.0,-0.20770152542016507,-0.09231178907562892,-1.5707708936542373e-07,-0.28078169177170464,-0.2192404990546187,-2.3014290333119444e-05,-0.3115522881302476,-0.3115522881302476,-5.686937914453128e-05,-0.36540083175769783,-0.3807861299369693,-9.329625028013295e-05,-0.19616255178571146,-0.480790568102234,-3.5474198491436306e-05,-0.2500110954131617,-0.688492093522399,-8.600753245658199e-05,-0.2961669899509761,-0.8231134525910245,-0.00011854741005363342,-0.3346302353991548,-0.9423495134803785,-0.00014227434980525544,-0.16923827997198637,-0.4654052699229625,-6.707571978658761e-05,-0.3538618581232442,-0.5884876553571344,-0.00013925111390172332,-0.480790568102234,-0.5231001380952306,-0.00016660468441134416,-0.5384854362745021,-0.43463467356441954,-0.0001747711124176926,-0.17308460451680424,-0.3961714281162408,-9.956244516182896e-05,-0.37693980539215144,-0.4923295417366876,-0.00017236548541473467,-0.5192538135504127,-0.41155672629551227,-0.0001940193380646707,-0.5846413308123165,-0.31924493721988334,-0.00019493519834601773,-0.2038552008753472,-0.2961669899509761,-0.00013063370516232448,-0.3923251035714229,-0.33078391085433695,-0.0001923228515414547,-0.5115611644607769,-0.29232066540615825,-0.00021492079196349547,-0.5807950062674987,-0.23847212177870805,-0.00021938643831607288,0,Tiger
0.0,0.0,0.0,0.16674253294803543,-0.1226973355655355,-2.9596033202216416e-06,0.26741726982232095,-0.2705633553496424,-3.056170461565008e-05,0.2988781250955352,-0.3806763488058922,-6.688579251708308e-05,0.3460694080053565,-0.4530363159342849,-0.0001049170363371209,0.15730427636607114,-0.5316884541173205,-5.9348760212719566e-05,0.22966424349446388,-0.7173075002292845,-0.00011138825611421126,0.2579790132403567,-0.8525891779041056,-0.00014441760338392812,0.2705633553496424,-0.9627021713603554,-0.00017011016766850629,0.09752865134696412,-0.49708151331678485,-9.57788123045682e-05,0.3460694080053565,-0.5757336514998204,-0.0001807454505016283,0.4656206580435706,-0.47191282909821347,-0.00021161136441454108,0.5159580264807134,-0.3649459211692851,-0.00021889996614301736,0.07235996712839272,-0.4184293751337493,-0.00012994057146691553,0.30517029615017804,-0.47191282909821347,-0.00020673475553965694,0.4215754606610707,-0.3743841777512493,-0.0002087392880261549,0.48449717120749913,-0.27685552640428523,-0.00019571608538764907,0.06292171054642846,-0.30517029615017804,-0.00016349482604437695,0.2328103290217853,-0.33348506589607085,-0.00021679140620963657,0.3397772369507137,-0.28629378298624947,-0.00021488028277582633,0.41528328960642785,-0.22337207243982105,-0.00020256550048734664,0.0,0.0,0.0,-0.12048505260370201,-0.12365571188274681,-1.1160519093061304e-05,-0.19658087530077697,-0.256823401602628,-3.9793355434279594e-05,-0.2536527423235832,-0.3456018614158821,-7.581180825546472e-05,-0.32023658718352377,-0.4090150469967779,-0.00011534911285278098,-0.10780241548752285,-0.5073054846471664,-5.365954615590981e-05,-0.1902395567426874,-0.7165689970641226,-0.00010445194270525344,-0.23462878664931447,-0.8529073460630485,-0.0001397280968275411,-0.2663353794397624,-0.9638804208296161,-0.00016634641158853037,-0.08243714125516453,-0.48194021041480806,-8.266301804083488e-05,-0.24414076448644884,-0.6024252630185101,-0.00015977693861833495,-0.36779647636919566,-0.5326707588795248,-0.00019026471851621177,-0.4343803212291362,-0.43755098050818103,-0.00019920812756540364,-0.09194911909229891,-0.4026737284386883,-0.00011209183249290593,-0.26950603871880713,-0.49779350681003204,-0.00018250895667502762,-0.4026737284386883,-0.42803900267104666,-0.00019921894701505042,-0.4755988918567185,-0.3424312021368373,-0.0001974758817057971,-0.12048505260370201,-0.2948713129511655,-0.00014131266192411946,-0.2821886758349863,-0.3424312021368373,-0.00019858860776848867,-0.3868204320434644,-0.3138952686254342,-0.00021375440515046228,-0.4438922990662706,-0.26950603871880713,-0.00021283850802763328,0,Tiger
0.0,0.0,0.0,0.14261301607757665,-0.15845890675286295,1.7415331203512928e-06,0.2376883601292944,-0.3074102791005541,-2.4179051978646278e-05,0.26304178520975247,-0.4215006919626154,-6.0029388260739576e-05,0.29156438842526783,-0.4912226109338751,-9.786621299042602e-05,0.13627465980746212,-0.5419294610947912,-5.7373515594212454e-05,0.20282740064366456,-0.7352493273332841,-0.00010751856858466305,0.2313500038591799,-0.8620164527355744,-0.00013539189363205145,0.24402671639940893,-0.9697685093275211,-0.00015618366683649632,0.08556780964654599,-0.5007301453390469,-9.796333003944573e-05,0.32008699164078314,-0.5958054893907646,-0.00018466384947611803,0.4215006919626154,-0.4975609672039896,-0.00021272990924575864,0.453192473313188,-0.3866397324769856,-0.00021511960729173217,0.06338356270114517,-0.4151623356925009,-0.00013611511223025828,0.29156438842526783,-0.4595308295833025,-0.0002163313390499606,0.41199315755744365,-0.36762466366664204,-0.00021989893254702783,0.47220754212353155,-0.27888767588503877,-0.0002042652835910463,0.0538760282959734,-0.3010719228304396,-0.00017302469109664741,0.20282740064366456,-0.3391020604511267,-0.00022422202254310665,0.3137486353706686,-0.3169178135057259,-0.00022252791680130813,0.39614726688215735,-0.27254931961492423,-0.00021009022865712241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Tiger
0.0,0.0,0.0,0.16659035150860282,-0.13172260351843015,-1.767740004765465e-06,0.24407423593120878,-0.25957101281573,-4.0511184810511396e-05,0.2750677897002512,-0.35642586834398743,-8.758183218615087e-05,0.32155812035381476,-0.4222871701032025,-0.00013917407298730066,0.08910646708599686,-0.5307646082948508,-8.107262398092373e-05,0.1898355168353846,-0.7206001251302355,-0.0001396338490807484,0.2402000417100785,-0.8561969228697959,-0.00018232240755796002,0.2634452070368603,-0.9646743610614442,-0.00021668148064998537,0.04649033065356358,-0.49589686030467817,-0.0001232040519484415,0.25957101281573,-0.6237452696019781,-0.00020062194925762265,0.3796710336707692,-0.5733807447272842,-0.0002331621523382581,0.41453878166094194,-0.4997710545258085,-0.0002506604450383307,0.038741942211302983,-0.4067903932186813,-0.00016162787938590217,0.2285774590466876,-0.5346388025159812,-0.00023253286655408164,0.35255167412285715,-0.49589686030467817,-0.0002373604650215396,0.40291619899755104,-0.4339097527665934,-0.00023495795921761015,0.05036452487469388,-0.2866903723636421,-0.00019869645194992765,0.2130806821621664,-0.36030006256511776,-0.00025342317156349455,0.32155812035381476,-0.3486774799017268,-0.00025295267212392404,0.3796710336707692,-0.31380973191155415,-0.0002467760824872264,0.0,0.0,0.0,-0.07818863834859763,-0.14403170222110087,4.597401415324444e-06,-0.13991651072906944,-0.29217859593423323,-2.0963833769191772e-05,-0.20575957460157268,-0.38682800025095665,-5.550619975883792e-05,-0.28806340444220174,-0.444440681139397,-9.556244310721798e-05,-0.0987645958087549,-0.489707787551743,-5.6633788060039796e-05,-0.2139899575856356,-0.70781293662941,-0.00011725113719706898,-0.26337225549001303,-0.843614255866448,-0.00015570446915650208,-0.2839482129501703,-0.9588396176433287,-0.00018107694592065803,-0.0987645958087549,-0.46090144710752284,-9.137438610583275e-05,-0.2757178299661074,-0.6090483408206552,-0.000164487709483352,-0.38682800025095665,-0.5596660429162778,-0.00018650624227583253,-0.4362102981553341,-0.48559259605971156,-0.00019156876161162975,-0.11934055326891216,-0.3827128087589252,-0.0001251079072046276,-0.3127545533943905,-0.5061685535198688,-0.00019404337588405923,-0.43209510666330264,-0.4485558726314285,-0.00020069290144025153,-0.489707787551743,-0.3744824257748623,-0.00019356732460787442,-0.1604924681892267,-0.2757178299661074,-0.0001566527697987022,-0.3456760853306421,-0.34156089383861066,-0.0002135405217108555,-0.4362102981553341,-0.31686974488642194,-0.00022142661854968135,-0.48147740456768007,-0.2798330214581389,-0.00021610800683734507,0,Tiger
